company name,continent,country,address,email,phone,fax
National Field Services (NFS),Asia Pacific,Australia,"Level 12, 310 St Kilda Rd Melbourne 3004 Melbourne Victoria Australia        ",nfs@nfs.com.au,Phone: +613-9211.5146,Fax: +613-9534.4373
The Market Intelligence Co.,Asia Pacific,Australia,"Level 1, 4A Lord Street 2019 Botany NSW Australia        ",ao@market-intelligence.com.au,Phone: +61 2 8336 8000,Fax: +61 2 9316 5810
QAFQAZ Research company,Asia Pacific,Azerbaijan,Inshaatchilar ave.33 a office 1 AZ1065 Baku Azerbaijan        ,maho@azeurotel.com,Phone: +994-12-5105491,Fax: +99412 5105491
ORG-Quest Research Ltd (OrQuest),Asia Pacific,Bangladesh,"ORG-Quest Research Ltd (OrQuest) DH Tower, Level - 7 (S-1), 6 Panthapath 1215 Dhaka Bangladesh        ",mhaque@global-bd.net,Phone: +880-2-550.13481,Fax: +880-2-913.6162
SRG Bangladesh Limited,Asia Pacific,Bangladesh,"House 12, Road 2A (Chairmanbari) Banani 1213 Dhaka Bangladesh        ",mshaq@srgb.org,Phone: +880-2-55040915 to 20,Fax: +880-2-55040923
MRB Bangladesh,Asia Pacific,Bangladesh,"South Breeze Center, 10th &amp; 8th Floor Building no. 05, Road no. 11. Block – G 1213 Dhaka Banani Bangladesh       ",info@mrbglobalbd.com,Phone: +880-2-9870046,
ABN Impact (Asia – China),Asia Pacific,China,"Room 504, Office Building 5 Tianzifang, Lane 210, Taikang Road 200025 Shanghai China       ",info@abnimpact.com,Phone: +86 139 0180 4152,
"UniqueView Asia Co., Ltd",Asia Pacific,China,"Floor 18, No. 118 Qinghai Road Huangpu District, Shanghai 200041 Shanghai Shanghai China       ",info@uniqueview.com,Phone: +86-21-3376-5639,
"Anova Research &amp; Marketing Consultants Shanghai Co., Ltd.",Asia Pacific,China,Room 201 2nd Floor No. 1415 Kaixuan Road #02-01 200052 Shanghai Shanghai China        ,china@anovaresearch.com,Phone: +86 21 5258 6312,Fax: +86 21 5258 6221
"Hycon Research Co., Ltd.",Asia Pacific,China,"No. 8, Lane 815 Shaanxi Road North Jing'an District 200040 Shanghai China        ",contact@hyconresearch.com,Phone: 0086 21 51080566,Fax: 0086 21 51080568
Shanghai Justice Marketing Consulting Inc.,Asia Pacific,China,"Loft B1 Daning Central Square, No.700 Wanrong Road 200072 Shanghai Shanghai China        ",mcr@chinamcr.com,Phone: +8621-52987060,Fax: +8621-52987063
"Psyma Business Research China Co., Ltd.",Asia Pacific,China,"Suite 1901-1902, Yufeng International Building, 777 West Yan'an Road 200050 Shanghai China        ",lisa.zeng@psyma-china.com,Phone: +86-21-51.87.1198,Fax: +86-21-31.35.0133
"Facts &amp; Factors Marketing Research Co., Ltd.",Asia Pacific,China,"12C, Yu Jia Building No. 1336, Hua Shan Road 200052 Shanghai China        ",ffmr@facts-factors.com,Phone: +86-21-6213.7218,Fax: +86-21-6213.7015
Seemax Asia Marketing Research &amp; Consulting Limited,Asia Pacific,China,"Room 2401, Huiyin Plaza, No.2018 Huashan Road, Shanghai China Shanghai China       ",vinson@seemaxresearch.com,Phone: +8621-34770003,
Risingsun Marketing Research,Asia Pacific,China,Room 409 Hengchen Business Building No. 4 Lane 398 Dapu Road Shanghai 200023 Shanghai China        ,enquiry@risingsun-mr.com,Phone: +86 21 53028722,Fax: +86 21 6304 8641
CBC Marketing Research Ltd,Asia Pacific,China,CBC Building 49A Wuyi Road 200050 Shanghai China        ,cbc@cbcnow.com,Phone: +86-21-5155.2000,Fax: +86-21-5155.2099
D&amp;K Research Chinawide Co. Ltd.,Asia Pacific,China,"B708, FengXing Plaza, No.242 Tian He Road 510620 Guangzhou China        ",derek@dk-china.com,Phone: +86-20-3839.5060,Fax: +86-20-3839.5080
"China Fieldwork Co.,Ltd",Asia Pacific,China,"B-2104, Oasis Plaza No. 3064 Zhong Shan Bei Road 200063 Shanghai China        ",vivian@chinafieldwork.com,Phone: +86-21-62600056,Fax: +86-21-52510333
Marcom-China.com Company Ltd.,Asia Pacific,China,"14H, 14/F, Xinmei Building No 585 Tianmuzhong Road, 200070 Shanghai China        ",jenny@marcom-china.com,Phone: +86-21-5100.3580,Fax: +86-21-5100.3582
ProJoy Research,Asia Pacific,China,"Room.403, Timeson Tower No.b12 Chaoyangmen North Street 100020 Beijing Beijing China        ",michael.pang@projoy-research.com,Phone: +8613701023815,Fax: +861056241026
Cathaya Research,Asia Pacific,China,"398 Mahua Road, Bin Hai Xin Cheng Innovation Park Main Building, Rm 202-203 312300 Shaoxing Zhejiang Province China       ",inquiry@cathayaresearch.com,Phone: +86-400-654-6626,
VoisBox Research,Asia Pacific,China,139 Ruijin Road (No 1) 4F Unit 42 Fuxing Commercial Building 200020 Shanghai China        ,weekenglee@vois-box.com,Phone: (86) 21- 6136 6042,Fax: (86) 21-6136 6086
Beijing Pan-Asia Market Research Institute (PAMRI),Asia Pacific,China,"Floor 5, Gate 1, Leading International Business Mansion, No. 3 Nanxiaojie, Guangqumen, Dongcheng District 100061 Beijing China        ",email@pamri.com,Phone: +86-10-6712.0599,Fax: +86-10-6712.0669
Labbrand,Asia Pacific,China,"Shanghai Creative Industry Clustering Park, Floor 2, Building 7 50 Moganshan Road 200060 Shanghai China        ",global@labbrand.com,Phone: +86-21-6298.2606,Fax: +86-21-6298.0775
MAP,Asia Pacific,China,"Suite 7F1, Junyao International Plaza, 789 Zhaojiabang Road, Xuhui District 789 Zhao Jia Bang Rd. 200032 Shanghai China        ",matthew@map-map.com,Phone: +86-21-6422.8386,Fax: +86-21-6422.8387
"Balance HealthCare Research Co., Ltd (Beijing)",Asia Pacific,China,"Unit 1, No.14 Building, South Haidian Road Haidian district 100001 Beijing China        ",emma@b-hr.com,Phone: +86-10-5165.5441,Fax: +86-10-5165.5447
Tebbutt Research,Asia Pacific,Fiji-Islands,18 Suva Street Suva Fiji Islands        ,tr@tebbuttresearch.com,Phone: 679 331 5555,Fax: 679 331 4444
"Market Intelligence Caucasus, Licensee of TNS",Asia Pacific,Georgia,27 Kavtaradze Str 4 Floor 0186 Tbilisi Georgia        ,giorgi.abramishvili@tns-global.ge,Phone: +995-32- 95 76 30,Fax: +995-32- 94 00 37
Institute for Polling and Marketing (IPM),Asia Pacific,Georgia,8 Baratashvili Street 0105 Tbilisi Georgia        ,ipm@ipm.ge,Phone: +995-32-2998.203,Fax: +995-32-998.506
ACT,Asia Pacific,Georgia,51 Sairme Hill 0194 Tbilisi Georgia        ,geo@act-global.com,Phone: +995-32-422.322,Fax: +995-32-422.322.9
"TV MR GE, Nielsen Television Audience Measurement's official licensee",Asia Pacific,Georgia,"16, Vazha-Phshavela Ave., IX Floor 0160 Tbilisi Georgia        ",agb@agbnielsen.ge,Phone: +995-32.380.862,Fax: +995-32.380.820
CBC Marketing Research (Hong Kong) Ltd,Asia Pacific,Hong-Kong,"Suite 2909-10, 29F China Resources Building No. 26 Harbour Road Hong Kong Hong Kong        ",charles.merkle@cbcnow.com,Phone: +86-20-2227.3200,Fax: +86-20-2227.3201
Strategic Focus Research and Consultancy Ltd.,Asia Pacific,Hong-Kong,9/F King’s Commercial Centre 25 King’s Road Hong Kong Hong Kong        ,davidhui@strategicfocus.com.hk,Phone: +852-2832.7861,Fax: +852-28327189
NuanceTree Limited (HK),Asia Pacific,Hong-Kong,"Unit 317, Innocentre, 72 Tat Chee Avenue, Hong Kong Hong Kong       ",eleanor.lam@nuancetree.com,Phone: +852 27351878,
Toluna,Asia Pacific,Hong-Kong,"3/F Hecny Tower 9 Chatham Road South Tsim Sha Tsui, Kowloon Hong Kong       ",toluna@toluna.com,Phone: +852 3512 0600,
YouGov Asia Pacific,Asia Pacific,Hong-Kong,"801 &amp; 802 Western Centre 46-50 Des Voeux Road West, Sheung Wan Hong Kong Hong Kong        ",infoap@yougov.com,Phone: +852 8191 3481,Fax: +852 3010 9810
Marcom-HongKong.com,Asia Pacific,Hong-Kong,"2/F., Eton Tower 8 Hysan Avenue, Causeway Bay Hong Kong Hong Kong        ",jenny@marcom-hongkong.com,Phone: +852-8199.9509,Fax: +852-2910.7000
Acorn Marketing &amp; Research Consultants (International) Ltd,Asia Pacific,Hong-Kong,"Unit 6-9, 9/F Island Place Tower, 510 King's Road, North Point Hong Kong Hong Kong        ",hongkong@acornasia.com,Phone: +852-2881.5250,Fax: +852-2890.5496
Mercado Solutions Associates Ltd.,Asia Pacific,Hong-Kong,"3101-03, 31/F, Laws Commercial Plaza 788 Cheung Sha Wan Road Kowloon Hong Kong        ",ms@mercadosolutions.com,Phone: +852-2538.8181,Fax: +852-2538.8123
Agility Research &amp; Strategy,Asia Pacific,Hong-Kong,"Unit 1101, 11/F, Caroline Centre Lee Garden Two  28 Yun Ping Road Causeway Bay Hong Kong       ",CONTACTUS@AGILITY-RESEARCH.COM,Phone: (852) 3951 0192,
Surpassdata Limited,Asia Pacific,Hong-Kong,"Unit C, 10/F., CNT TOWER No. 338 Hennessy Road, Wanchai Hong Kong       ",patrick.pun@surpassdata.com,Phone: (852)2802 1303,
KK Market Research - KK &amp; Co.,Asia Pacific,Hong-Kong,"15/F, 80 Gloucester Road Hong Kong Hong Kong       ",general@kk-mr.com,Phone: +852 98003213,
Ahead Business Consultants,Asia Pacific,Hong-Kong,"Office E, 10/F, MG Tower, 133 Hoi Bun Road, Kwun Tong Kowloon Hong Kong        ",enquiry@ahead-consultants.com,Phone: +852 3105 1298,Fax: +852 3585 2802
ABN Impact (Asia – Hong Kong),Asia Pacific,Hong-Kong,"2201, Times Square Tower 2,  1 Matheson Street, Causeway Bay, Hong Kong Hong Kong       ",info@abnimpact.com,Phone: +852 3753-8847,
FRC Hong Kong Limited,Asia Pacific,Hong-Kong,"7A Redana Centre, 25 Yiu Wa Street, Causeway Bay Hong Kong Hong Kong        ",admin@frchongkong.com,Phone: +852-21470262,Fax: +852-30201026
Kadence International,Asia Pacific,Hong-Kong,6/F Shun Pont Commercial Building 5-11 Thomson Road Wanchai Hong Kong        ,mcoulter@kadence.com,Phone: +852-2834.8970,Fax: +852-2834.8975
Anova Limited,Asia Pacific,Hong-Kong,"Unit B-3, 4/F North Point Industrial Building, 499 King's Road, North Point HKSAR Hong Kong Hong Kong        ",hongkong@anovaresearch.com,Phone: +852-2156.3432,Fax: +852-2156.3421
MOV Data Collection Center Limited,Asia Pacific,Hong-Kong,"1309-1313 One Midtown, 11 Hoi Shing Road, Tsuen Wan, Hong Kong Centre, 608 Nathan Road, Kowloon, Hong Kong Hong Kong Hong Kong        ",info@mov.com.hk,Phone: +852-39001111,Fax: +852-39001122
Orchidea Research &amp; Technology,Asia Pacific,India,"Mpl No-9847, Plot No 40, Kh No 1034/153 3rd Floor, Karol Bagh, Blk-65, New Rohtak Road 110005 Delhi New Delhi India       ",vaibhav@orchidearesearch.com,Phone: +919899867696,
Impetus Research Pvt Ltd,Asia Pacific,India,"A105 First Floor Sector 19, Dwarka 110075 New Delhi Delhi India        ",consult@impetus-research.com,Phone: +91-11-64626860,Fax: +91-11-45547983
Azure Knowledge Corporation,Asia Pacific,India,"2nd Floor, IFFCO Building, 132 ft Ring Road, Near Shivranjani Cross Roads 380015 Ahmedabad Gujarat India        ",jay.ruparel@azureknowledge.com,Phone: +91-7930401900,Fax: +91-7930401900
Evalueserve,Asia Pacific,India,"Tower B, 3rd, 4th &amp; 5th Floor UnitechWorld - Cyber Park Jharsa Sector-39, 122002 Gurgaon Haryana India        ",Deepti.Tyagi@Evalueserve.com,Phone: +911244154000,Fax: +911244552406
Trident Research,Asia Pacific,India,"# 510, 18th Cross PoornaPragna Lyt, Uttarahalli 560050 Bangalore Karnataka India       ",info@thetrident-consultants.com,Phone: +91 99725 27331,
GreyCells Research Services Pvt Ltd,Asia Pacific,India,"B4/18, Safdarjung Enclave 110029 New Delhi Delhi India        ",info@greycellsindia.net,Phone: +91-11- 461 42653,Fax: +91-11- 4650 8750
Robas Research Pvt. Ltd.,Asia Pacific,India,"#111, `Shreshta Bumi', No. 87 K R Road, Next to Gayana Samaja, Basavangudi 560004 Bangalore Karnataka India       ",internal@ro-bas.com,Phone: 91-80-41229515,
Oncofocus Solutions,Asia Pacific,India,"#4, 5th Main, 9th Cross Jayamahal Extension 560046 Bangalore Karnataka India       ",support@oncofocus.com,Phone: +91 80 3232 8002,
Analytique Research Private Limited,Asia Pacific,India,"132 First Floor, U S Complex Opp Apollo Hospital, Mathura Road 110076 New Delhi New Delhi India        ",info@analytiqueresearch.com,Phone: +91-11-2639-7059,Fax: +91-11-2639-7061
Quantum Consumer Solutions Pvt Ltd (Formerly known as Quantum Market Research Pvt Ltd),Asia Pacific,India,"A 305, Neelam Centre, S K Ahire Marg, Worli Marg, Worli 400030 Mumbai Maharashtra India       ",meena.kaushik@quantumcs.com,Phone: +91-2243474721,
Indianet MS Pvt.Ltd.,Asia Pacific,India,"243, 1st Floor,Fakhri Manzil Perin Nariman Street 400001 Mumbai Maharashtra India        ",indianet@vsnl.com,Phone: +91-22-4030 6001/3,Fax: +91-22-2265 1413
KeynoteResearch,Asia Pacific,India,"B-04, Somnath Building, Neelkanth Shrushti Wadeghar, Kalyan (West) 421301 Mumbai Maharashtra India       ",rfq@keynoteresearch.com,Phone: +91-22-6529-1122,
Market Xcel Data Matrix Pvt Ltd,Asia Pacific,India,"16, Sant Nagar East of Kailash 110065 New Delhi India        ",rfp@market-xcel.com,Phone: +91-11-4234.3500,Fax: +91-11-4132.5150
Asplor Research Private Limited,Asia Pacific,India,"Zen Business Centtre C-585, LGF, Block C, Defence Colony, New Delhi 110024 New Delhi Delhi India       ",info@asplor.com,Phone: +91 11 4905 9013,
Global Survey,Asia Pacific,India,"21, Manav Mandir Bounglow , Nr Old Aradhna School Maninagar 380008 Ahmedabad Gujarat India       ",mayank@globalsurvey.in,Phone: +919974325123,
Global Vox Populi,Asia Pacific,India,"Unit 815, Wing B, Jaswanti Allied Business Center Ramchandra Lane, Kanchpada, Malad West 400064 Mumbai Maharashtra India       ",inquiry@globalvoxpopuli.com,Phone: +912265556708,
Borderless Access Panels Pvt. Ltd.,Asia Pacific,India,"Embassy Tech Village, Building 2A Ground Floor, East Tower Sarjapura Outer Ring Road 560103 Bangalore Karnataka India        ",info@borderlessaccess.com,Phone: +91 80 4931 3800,Fax: +91 80 4931 3899
Aeon Market Research Private Limited,Asia Pacific,India,"C-10, 2nd Floor, Amar Colony Market, Lajpat Nagar-4 110024 New Delhi Delhi India       ",anil@aeonresearch.in,Phone: +919810622456,
Asia Research Partners LLP,Asia Pacific,India,"95, Okhla Industrial Area 110020 New Delhi Delhi India        ",infodl@asiaresearchpartners.com,Phone: +91 11 45554222,Fax: +91 11 41052539
GfK in India,Asia Pacific,India,15 Mayfair Road 700001 Kolkata India        ,in@gfk.com,Phone: +91-33-2289.0314,Fax: +91-33-2287.0910
QPA Indonesia,Asia Pacific,Indonesia,HOS Cokroaminoto 26 Menteng 10350 Jakarta Indonesia       ,sandra@qpa.sg,Phone: +62213907469,
Cimigo,Asia Pacific,Indonesia,"Jl. Cipete Raya 16 Cipete Selatan, Cilandak 12410 Jakarta Indonesia        ",indonesia@cimigo.com,Phone: +62 21 7507701,Fax: +62 21 7506973
MarkPlus Insight,Asia Pacific,Indonesia,"EightyEight@Kasablanka, 8th Floor Jl. Casablanca Raya Kav. 88 Jakarta 12870 Jakarta DKI Jakarta Indonesia        ",research@markplusinc.com,Phone: +62-21-57902338,Fax: +62-21-57902339
TNS,Asia Pacific,Indonesia,"Wisma Metropolitan II, 7th Floor Jl. Jend. Sudirman Kav. 29-31 12920 Jakarta Indonesia        ",raghavan.srinivasan@tnsglobal.com,Phone: +62-21-252.6022,Fax: +62-21-252.6369
MRI (Marketing Research Indonesia),Asia Pacific,Indonesia,"Menara Bidakara 2, 7th Floor, Unit 4 Jl. Jend. Gatot Subroto Kav. 71-73 12870 Jakarta DKI Indonesia        ",mri@mri-research-ind.com,Phone: +62-21-8370 8767,Fax: +62-21-8370 8768
Kadence International,Asia Pacific,Indonesia,"Wisma Bakrie 2, 15th Floor Jl. HR Rasuna Said Kav. B2 12920 Jakarta Indonesia        ",vthomas@kadence.com,Phone: +62 21 5794 2133,Fax: +62-21-3001.5992
INDEPENDENCE Research Operation Partner,Asia Pacific,Indonesia,Jalan Cilandak Dalam No. 50A 12430 South Jakarta DKI Jakarta Indonesia        ,info@independencepartner.com,Phone: +62 21-7654032,Fax: +62-21-75914019
MYRIAD,Asia Pacific,Indonesia,Boulevard Office Tower UG floor unit A Jl. Fachrudin Raya No. 5 Tanah Abang Bukit 10250 Jakarta Pusat DKI Jakarta Indonesia        ,imam.fauzie@myriad-research.com,Phone: +62 21 31991419,Fax: +62 21 31991420
RAD Research,Asia Pacific,Indonesia,"Ruko Pasar Modern Batununggal Indah, Blok RA 26 CATI Centre, Jl. Cijagra 76-78 40267 Bandung West Java Indonesia        ",infor@rad-research.com,Phone: +62-22-875-26860,Fax: +62-22-875-26860
PT Acorn Konsultan,Asia Pacific,Indonesia,"29th Floor Allianz Tower, JL HR Rasuna Said, Kawasan Kuningan Persada Super Blok 2, Selatan 12980 Jakarta Indonesia        ",indonesia@acornasia.com,Phone: +62-21-290.79655,Fax: +62-21-290.79656
GfK in Indonesia,Asia Pacific,Indonesia,"Plaza Kuningan - Menara Selatan (Suite 501) Jl. H.R. Rasuna Said, Kav. C11 - 14, 12940 Jakarta Indonesia       ",contact-id@gfkrt.com,Phone: (021) 52906659,
Mitra Market Research,Asia Pacific,Indonesia,"9th Floor, Intiland Tower Jl. Jend. Sudirman 32 10220 Jakarta Indonesia        ",admin@mitramr.com,Phone: +62-21-57903292,Fax: +62-21-57903296
Frontier Consulting Group,Asia Pacific,Indonesia,Gading Bukit Indah M15-M16 Jl. Bukit Gading Raya - Kelapa Gading Permai 14240 Jakarta DKI Jakarta Indonesia        ,overseas@frontier-mr.com,Phone: +62 21 451 4151,Fax: +62-21-451.4152
KAD Research,Asia Pacific,Indonesia,"Jalan Tanah Abang 1, No. 11F Jakarta Pusat 16110 Jakarta DKI Jakarta Indonesia       ",info@kadresearch.com,Phone: +62-21-29098597,
ABN Impact (Asia – Indonesia),Asia Pacific,Indonesia,Jl. Gaharu IV No. 10 Cilandak 12430 South Jakarta Indonesia       ,info@abnimpact.com,Phone: +62 (21) 299 27860,
MARS Indonesia,Asia Pacific,Indonesia,MARS Building Jalan Paus 89 G Rawamangun Jakarta Jakarta Indonesia        ,subroto8@rad.net.id,Phone: +62 21 4753080,Fax: +62 21 4753110
"Central Research Services, Inc. (CRS)",Asia Pacific,Japan,6-16-12 Ginza Chuo-Ku 104-0061 Tokyo Japan        ,office@crs.or.jp,Phone: +81-3-3549.3121,Fax: +81-3-3549.3126
Video Research Ltd.,Asia Pacific,Japan,6-17 Sanbancho Chiyoda-ku 102-0075 Tokyo Japan        ,bizplan@videor.co.jp,Phone: +81-3.5860.1746,Fax: +81-3.3556.8754
"Consumer Behavior Research, Ltd.",Asia Pacific,Japan,"Sawada Bldg 2F 1-15-9 Shinjuku, Shinjuku-ku 160-0022 Tokyo Japan        ",cbrinfo@cbr.co.jp,Phone: +81-3-5366.5266,Fax: +81-3-5366.5269
R2 Insights,Asia Pacific,Japan,"5F Musashi Building 7-4-4 Nishi-shinjuku, Shinjuku-ku Tokyo Japan       ",julian@r2-insights.com,Phone: +81-3-3483-3513,
"Citation Japan Co., Ltd.",Asia Pacific,Japan,Kyobashi Square 12F 3-7-5 Kyobashi 1040031 Chuo-ku Tokyo Japan        ,inquiry@citation.co.jp,Phone: +813-4360-8673,Fax: +813-6228-7808
3Waves Japan,Asia Pacific,Japan,11F Aoyama Palacio Tower 3-6-7  Kita-Aoyama 107-0061 Minato-ku Tokyo Japan        ,jbrouse@3wavesjapan.com,Phone: +81 3 5778 5248,Fax: +81-357785249
Breeze LLC,Asia Pacific,Japan,2-16-24 Komachi 248-0006 Kamakura-shi Kanagawa Japan        ,info@breeze.co.jp,Phone: +81-467-67-4324,Fax: +81-467-61-2830
JMA Research Institute Inc.,Asia Pacific,Japan,"2F Shin-Otemachi Building 2-2-1 Otemachi, Chiyoda-ku 100-0004 Tokyo Japan        ",info_global@jmar.co.jp,Phone: +81-3-6202-1287,Fax: +81-3-6202-1294
Borders Incorporated,Asia Pacific,Japan,"KOSUGI Building 7F, 1-28-11, Shinjuku Shinjuku-ku Tokyo Tokyo Japan        ",hagino@borders.jp,Phone: +81-3-6380-0537,Fax: +81-3-5366-2879
Lux Research Japan,Asia Pacific,Japan,"4F Sun Park Building 1-52-7 Tomigaya 151-0063 Shibuya-Ku, Tokyo Japan        ",infomarket@luxresearchjapan.com,Phone: +81-3-5452-1222,Fax: +81-3-5459.4579
"Nippon Research Center,Ltd.",Asia Pacific,Japan,2-7-1 Nihonbashi honcho Chuo-ku 103-0023 Tokyo Japan        ,mail-esomar@nrc.co.jp,Phone: +81-3-6667.3400,Fax: +81-3-6667.3470
Adams Communications,Asia Pacific,Japan,"7-28-15 Kamisoshigaya, Setagaya-ku 157-0065 Tokyo Japan        ",rfq-worldwide@aaa.co.jp,Phone: +81-3-3305.5500,Fax: +81-3-3307.7210
Japan Marketing Agency,Asia Pacific,Japan,"6th Floor, KN Shibuya 1 Building 13-11, Udagawa-cho, Shibuya-ku 150-0042 Tokyo Japan        ",inter@jma-net.com,Phone: +81-3-3496.0131,Fax: +81-3-3464.7996
"SevenSeas Marketing Research Co., Ltd.",Asia Pacific,Japan,"501 Sotobori Sky Building 2-11 Ichigaya Honmuracho, Shinjuku-ku 162-0845 Tokyo Japan        ",ssmr@ss-mr.com,Phone: +81-3-5229.8680,Fax: +81-352298681
Shin Joho Center Inc,Asia Pacific,Japan,"Unosawa Tokyu Building, 1-19-15 Ebisu Shibuya-ku 150-0013 Tokyo Japan        ",y-akagawa@sjc.or.jp,Phone: +81-3-3473.5231,Fax: +81-3-3473.5353
AIP Corporation,Asia Pacific,Japan,Rakuten Crimson House 1-14-1 Tamagawa 158-0094 Tokyo Setagaya-ku Japan        ,aip-sales@aip-global.com,Phone: +81-50-5581-1710,Fax: +81-3-6670-5006
"Acorn Marketing &amp; Research Consultants Japan Co., Ltd",Asia Pacific,Japan,"OS Building 6F 1-12-15 Kandaizumicho, Chiyoda-ku 101-0024 Tokyo Japan        ",japan@acornasia.com,Phone: +81-3-3863-8318,Fax: +81-3-3863-8308
GfK in Japan,Asia Pacific,Japan,"Shinjuku Square Tower 12F, 6-22-1 Nishi-Shinjuku, Shinjuku-ku 163-1129 Tokyo Japan        ",jp@gfk.com,Phone: + 81 3 6304 5820,Fax: + 81 3 6304 5825
"Marketing Research Services, Inc.",Asia Pacific,Japan,Shin-Otsuka Plaza Building 5-9-2 Otsuka Bunkyo-ku 112-0012 Tokyo Japan        ,overseas_request@mrs.co.jp,Phone: +81-3-5976.0711,Fax: +81-3-5976.0730
CreativeLink Inc.,Asia Pacific,Japan,"1850-12, KAMIKURATA-CHO TOTSUKA-KU 244-0816 YOKOHAMA KANAGAWA Japan        ",info@cre-link.jp,Phone: +81-45-512-5374,Fax: +81-45-871-1150
BRIF Research Group,Asia Pacific,Kazakhstan,"6th Floor, 76 Zhibek Zholy Ave. 050004 Almaty Kazakhstan        ",aruzanov@brif.kz,Phone: +7-727-2501.291,Fax: +7-727-2501.297
CIOM Ltd,Asia Pacific,Kazakhstan,"38, Pushkin str., cross 54, Zhibek Zholy str. 050002 Almaty Kazakhstan        ",welcome@ciom.kz,Phone: +7 (727) 273 14 01,Fax: +7 (727) 273 14 75
BISAM Central Asia,Asia Pacific,Kazakhstan,"Office 236, 221 Bogenbai Batyr Street 050026 Almaty Kazakhstan        ",welcome@bisam.kz,Phone: +7-727-378-05-31 / 83,Fax: +7-727-378-05-23
ALVIN MARKET,Asia Pacific,Kazakhstan,"Gogol street, 39 050002 Almaty Kazakhstan        ",info@alvin.kz,Phone: +7 727 3337324,Fax: +7 727 2597549
Hyundae Research Institute,Asia Pacific,Korea-Republic-of,"Main Building of Catholic Press #3 149-2 Jungrim-dong Jung-gu 100-858 Seoul Korea, Republic of        ",sklee@hri4u.com,Phone: +82-2-3218.9600,Fax: +82-2-3444.8715
Saraholdings Inc.,Asia Pacific,Korea-Republic-of,"1st floor, Optical Bldg. 193-102, Jangchung-dong2(i)-ga Jung-gu, Seoul 100-856 Seoul Korea, Republic of        ",presi21@nownfuture.co.kr,Phone: 822 541 9472,Fax: 82-2-3453-7599
ABN Impact (Asia – South Korea),Asia Pacific,Korea-Republic-of,"ABN Impact South Korea 27, Wausan-ro 29 ma-gil 0453 Seoul Mapo-gu Korea, Republic of        ",info@abnimpact.com,Phone: 822 326 2100,Fax: 822 326 2109
Insight Korea,Asia Pacific,Korea-Republic-of,"96-8, Daesun Bldg. 3F Banpo 4(sa)-dong Seocho-gu 137-040 Seoul Korea, Republic of        ",eycho@insight-korea.com,Phone: +82-2-3483.0500,Fax: +82-2-3481.9032
Gallup Korea,Asia Pacific,Korea-Republic-of,"208 Sajik-dong Jongno-gu 110-054 Seoul Korea, Republic of        ",info@gallup.co.kr,Phone: +82-2-3702.2100,Fax: +82-2-3702.2121
David Richardson &amp; Associates,Asia Pacific,Korea-Republic-of,"Seoul Finance Center, Level 21 136 Sejong-daero, Jung-gu 100-768 Seoul Korea, Republic of        ",davidrichardson@drakorea.com,Phone: +82237826991,Fax: +82237824555
Hankook Research,Asia Pacific,Korea-Republic-of,"2-8,10th floor, H-Tower 192-19, Nonhyun-dong Gangnam-ku 135-826 Seoul Korea, Republic of        ",hankook@hrc.co.kr,Phone: +82-2-3014.1000,Fax: +82-2-3014.0774
TNS Korea,Asia Pacific,Korea-Republic-of,"4th Floor, Anwon Building 14-15 Yoido-dong, Youngdeungpo-ku 150-010 Seoul Korea, Republic of        ",office.kr@tnsglobal.com,Phone: +82-2-3779.4300,Fax: 822 782 5533
GfK in Korea,Asia Pacific,Korea-Republic-of,"70 Chungjeongno 12F, 13F Westgate Building Seodaemun-gu 03738 Seoul Korea, Republic of        ",cr.contact-kr@gfk.com,Phone: 026 712 4000,Fax: 822 361 4000
"Panel Marketing Interactive Co., Ltd.",Asia Pacific,Korea-Republic-of,"Seochogu Seocho chunangro 56 blue tower Floor 8 Seoul Seoul Korea, Republic of        ",mhcho@tillion.co.kr,Phone: +82-02-2055-3100,Fax: +82-02-2055-1025
"Acorn Marketing &amp; Research Consultants (HK) Limited, Korea Branch",Asia Pacific,Korea-Republic-of,"2~3F., Line Building, 180-5, Chungjeongno-2ga, Seodaemun-Gu, 120-012 Seoul Korea, Republic of        ",korea@acornasia.com,Phone: 822 716 6626,Fax: 822 716 6627
"Macromillembrain.co., ltd",Asia Pacific,Korea-Republic-of,"14th Fl. Tower 837 Bldg. 318 Gangnam-dearo, Gangnam-gu 06253 Seoul Korea, Republic of        ",globalbiz@embrain.com,Phone: +82-234063851,Fax: +82-234063870
TRC(THE RESEARCH COMPANY),Asia Pacific,Korea-Republic-of,"3rd Floor, LionsBldg, 50-6, Choonmuro2ga, Joonggu, 100-861, Seoul Korea, Republic of        ",jcha@trcompany.co.kr,Phone: +82-2-6324-4021,Fax: +82-2-6324-1024
Ipsos Korea,Asia Pacific,Korea-Republic-of,"12Fl., Korea Economic Daily News Bldg., Cheonpa-ro, Jung-gu, 100-791 Seoul Korea, Republic of        ",gina.nam@ipsos.com,Phone: +82-2-6464-5100,Fax: +82-2-2056-7100
ConsumerInsight,Asia Pacific,Korea-Republic-of,"19th Floor Geopyeong Town 129 Bongeunsa-ro Gangnam-gu 06121 Seoul Seoul Korea, Republic of        ",kwonyg@consumerinsight.kr,Phone: +82-2-6004-7622,Fax: +82-2-6004-7601
